,SHIFT,OFFENSE,METHOD,START_DATE,END_DATE
77,EVENING,THEFT/OTHER,OTHERS,2012-01-03 07:00:00+00:00,2012-01-03 18:00:00+00:00
78,EVENING,BURGLARY,OTHERS,2012-01-03 09:00:00+00:00,2012-01-03 17:45:00+00:00
79,MIDNIGHT,HOMICIDE,GUN,2012-01-03 17:55:00+00:00,2012-01-03 17:55:00+00:00
80,EVENING,THEFT/OTHER,OTHERS,2012-01-03 17:30:00+00:00,2012-01-03 18:40:00+00:00
81,EVENING,THEFT/OTHER,OTHERS,2012-01-03 14:30:00+00:00,2012-01-03 15:45:00+00:00
82,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,2012-01-03 18:37:00+00:00,2012-01-03 18:39:00+00:00
83,EVENING,ROBBERY,OTHERS,2012-01-03 19:05:00+00:00,2012-01-03 19:08:00+00:00
84,EVENING,MOTOR VEHICLE THEFT,OTHERS,2012-01-03 13:00:00+00:00,2012-01-03 19:03:00+00:00
85,MIDNIGHT,THEFT F/AUTO,OTHERS,2011-12-31 07:00:00+00:00,2012-01-02 03:30:00+00:00
86,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,2012-01-02 00:01:00+00:00,2012-01-02 03:00:00+00:00
87,MIDNIGHT,THEFT F/AUTO,OTHERS,2012-01-02 00:30:00+00:00,2012-01-02 03:00:00+00:00
88,MIDNIGHT,ROBBERY,GUN,2012-01-02 04:38:00+00:00,2012-01-02 04:41:00+00:00
89,MIDNIGHT,THEFT F/AUTO,OTHERS,2012-01-01 19:00:00+00:00,2012-01-02 06:24:00+00:00
90,MIDNIGHT,THEFT F/AUTO,OTHERS,2012-01-01 20:00:00+00:00,2012-01-02 06:00:00+00:00
91,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,OTHERS,2012-01-02 05:00:00+00:00,2012-01-02 05:30:00+00:00
92,DAY,THEFT F/AUTO,OTHERS,2012-01-01 17:00:00+00:00,2012-01-02 07:17:00+00:00
93,DAY,BURGLARY,OTHERS,2012-01-02 02:30:00+00:00,2012-01-02 02:44:00+00:00
94,DAY,THEFT/OTHER,OTHERS,2012-01-02 08:46:00+00:00,2012-01-02 09:14:00+00:00
95,DAY,THEFT/OTHER,OTHERS,2012-01-02 09:30:00+00:00,2012-01-02 09:40:00+00:00
96,DAY,THEFT F/AUTO,OTHERS,2012-01-01 20:00:00+00:00,2012-01-02 09:30:00+00:00
97,DAY,THEFT F/AUTO,OTHERS,2012-01-01 21:30:00+00:00,2012-01-02 09:45:00+00:00
98,DAY,BURGLARY,OTHERS,2011-12-26 17:00:00+00:00,2012-01-02 10:00:00+00:00
99,DAY,MOTOR VEHICLE THEFT,OTHERS,2012-01-02 09:49:00+00:00,2012-01-02 09:49:00+00:00
100,DAY,MOTOR VEHICLE THEFT,OTHERS,2011-12-31 15:00:00+00:00,2011-12-31 19:00:00+00:00
101,DAY,THEFT F/AUTO,OTHERS,2011-12-14 09:00:00+00:00,2012-01-02 09:00:00+00:00
102,DAY,BURGLARY,OTHERS,2012-01-02 08:30:00+00:00,2012-01-02 09:45:00+00:00
103,DAY,THEFT F/AUTO,OTHERS,2012-01-01 21:00:00+00:00,2012-01-02 10:30:00+00:00
104,DAY,MOTOR VEHICLE THEFT,OTHERS,2012-01-01 20:00:00+00:00,2012-01-02 11:00:00+00:00
105,DAY,THEFT F/AUTO,OTHERS,2012-01-01 20:00:00+00:00,2012-01-02 11:40:00+00:00
106,DAY,MOTOR VEHICLE THEFT,OTHERS,2012-01-03 11:18:00+00:00,2012-01-03 11:18:00+00:00
107,DAY,THEFT F/AUTO,OTHERS,2012-01-01 20:45:00+00:00,2012-01-02 12:00:00+00:00
108,DAY,THEFT F/AUTO,OTHERS,2012-01-01 23:15:00+00:00,2012-01-02 12:00:00+00:00
109,DAY,THEFT F/AUTO,OTHERS,2012-01-01 22:30:00+00:00,2012-01-02 12:00:00+00:00
110,DAY,BURGLARY,OTHERS,2011-12-29 20:00:00+00:00,2012-01-02 11:30:00+00:00
111,MIDNIGHT,THEFT F/AUTO,OTHERS,2012-01-02 22:00:00+00:00,2012-01-03 02:00:00+00:00
112,MIDNIGHT,THEFT/OTHER,OTHERS,2012-01-03 01:47:00+00:00,2012-01-03 02:05:00+00:00
113,MIDNIGHT,ROBBERY,OTHERS,2012-01-03 03:15:00+00:00,2012-01-03 03:25:00+00:00
114,MIDNIGHT,BURGLARY,OTHERS,2012-01-03 03:46:00+00:00,2012-01-03 03:46:00+00:00
115,MIDNIGHT,THEFT/OTHER,OTHERS,2011-12-30 19:00:00+00:00,2011-12-31 07:00:00+00:00
116,MIDNIGHT,THEFT F/AUTO,OTHERS,2012-01-02 21:00:00+00:00,2012-01-03 06:30:00+00:00
117,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,KNIFE,2012-01-03 06:15:00+00:00,2012-01-03 06:24:00+00:00
118,DAY,THEFT/OTHER,OTHERS,2011-12-14 06:00:00+00:00,2011-12-14 16:00:00+00:00
119,DAY,THEFT F/AUTO,OTHERS,2012-01-02 19:00:00+00:00,2012-01-03 06:30:00+00:00
120,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,2012-01-03 01:00:00+00:00,2012-01-03 06:15:00+00:00
121,DAY,MOTOR VEHICLE THEFT,OTHERS,2012-01-02 21:00:00+00:00,2012-01-03 06:30:00+00:00
122,DAY,THEFT F/AUTO,OTHERS,2012-01-02 17:30:00+00:00,2012-01-03 07:42:00+00:00
123,DAY,BURGLARY,OTHERS,2011-12-22 18:00:00+00:00,2012-01-03 07:05:00+00:00
124,DAY,THEFT F/AUTO,OTHERS,2012-01-02 14:30:00+00:00,2012-01-03 07:30:00+00:00
125,DAY,ASSAULT W/DANGEROUS WEAPON,OTHERS,2012-01-03 08:00:00+00:00,2012-01-03 08:04:00+00:00
126,DAY,THEFT/OTHER,OTHERS,2011-12-20 18:00:00+00:00,2011-12-25 09:00:00+00:00
127,DAY,THEFT F/AUTO,OTHERS,2012-01-02 17:00:00+00:00,2012-01-03 00:01:00+00:00
128,DAY,THEFT F/AUTO,OTHERS,2012-01-03 05:00:00+00:00,2012-01-03 08:30:00+00:00
129,DAY,MOTOR VEHICLE THEFT,OTHERS,2012-01-02 16:30:00+00:00,2012-01-03 08:45:00+00:00
130,DAY,THEFT F/AUTO,OTHERS,2011-12-31 13:00:00+00:00,2012-01-02 17:15:00+00:00
131,DAY,THEFT F/AUTO,OTHERS,2012-01-02 16:00:00+00:00,2012-01-03 08:00:00+00:00
132,DAY,BURGLARY,OTHERS,2011-12-30 15:30:00+00:00,2012-01-03 08:00:00+00:00
133,DAY,THEFT F/AUTO,OTHERS,2012-01-02 19:45:00+00:00,2012-01-03 08:05:00+00:00
134,DAY,THEFT F/AUTO,OTHERS,2011-12-30 16:00:00+00:00,2012-01-03 09:00:00+00:00
135,DAY,ROBBERY,GUN,2012-01-03 10:05:00+00:00,2012-01-03 10:15:00+00:00
136,MIDNIGHT,THEFT/OTHER,OTHERS,2012-01-03 01:00:00+00:00,2012-01-03 01:10:00+00:00
137,DAY,BURGLARY,OTHERS,2011-12-30 11:00:00+00:00,2012-01-01 10:30:00+00:00
138,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,2012-01-01 02:00:00+00:00,2012-01-01 03:00:00+00:00
139,DAY,THEFT/OTHER,OTHERS,2011-12-29 19:30:00+00:00,2011-12-29 19:30:00+00:00
140,DAY,MOTOR VEHICLE THEFT,OTHERS,2011-12-31 20:00:00+00:00,2012-01-01 08:30:00+00:00
141,DAY,THEFT/OTHER,OTHERS,2012-01-01 09:15:00+00:00,2012-01-01 09:45:00+00:00
142,DAY,THEFT/OTHER,OTHERS,2012-01-01 10:45:00+00:00,2012-01-01 11:00:00+00:00
143,DAY,THEFT F/AUTO,OTHERS,2011-12-31 17:00:00+00:00,2012-01-01 11:00:00+00:00
144,DAY,THEFT/OTHER,OTHERS,2011-12-31 10:30:00+00:00,2012-01-01 01:00:00+00:00
145,DAY,THEFT/OTHER,OTHERS,2012-01-01 08:00:00+00:00,2012-01-01 10:00:00+00:00
146,DAY,THEFT/OTHER,OTHERS,2012-01-01 00:30:00+00:00,2012-01-01 01:00:00+00:00
147,DAY,THEFT/OTHER,OTHERS,2011-12-31 22:00:00+00:00,2012-01-01 08:00:00+00:00
148,DAY,THEFT/OTHER,OTHERS,2012-01-01 00:01:00+00:00,2012-01-01 02:20:00+00:00
149,DAY,THEFT/OTHER,OTHERS,2012-01-01 00:30:00+00:00,2012-01-01 00:45:00+00:00
150,DAY,MOTOR VEHICLE THEFT,OTHERS,2012-01-01 13:00:00+00:00,2012-01-01 13:05:00+00:00
151,DAY,THEFT F/AUTO,OTHERS,2011-12-31 16:30:00+00:00,2012-01-01 14:10:00+00:00
152,DAY,THEFT F/AUTO,OTHERS,2012-01-01 09:00:00+00:00,2012-01-01 09:30:00+00:00
153,DAY,THEFT F/AUTO,OTHERS,2011-12-31 18:00:00+00:00,2012-01-01 10:15:00+00:00
154,DAY,BURGLARY,OTHERS,2012-01-01 14:20:00+00:00,2012-01-01 14:30:00+00:00
155,DAY,THEFT F/AUTO,OTHERS,2012-01-01 12:30:00+00:00,2012-01-01 14:30:00+00:00
156,EVENING,THEFT/OTHER,OTHERS,2011-12-22 13:00:00+00:00,2012-01-01 11:00:00+00:00
157,EVENING,THEFT F/AUTO,OTHERS,2012-01-01 03:00:00+00:00,2012-01-01 15:30:00+00:00
158,DAY,THEFT F/AUTO,OTHERS,2011-12-31 02:00:00+00:00,2012-01-01 13:00:00+00:00
159,DAY,THEFT F/AUTO,OTHERS,2012-01-01 14:00:00+00:00,2012-01-02 10:00:00+00:00
160,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,2012-01-02 12:05:00+00:00,2012-01-02 12:11:00+00:00
161,MIDNIGHT,THEFT F/AUTO,OTHERS,2012-01-02 01:30:00+00:00,2012-01-02 04:00:00+00:00
162,DAY,BURGLARY,OTHERS,2011-12-23 16:30:00+00:00,2012-01-02 07:00:00+00:00
163,DAY,THEFT F/AUTO,OTHERS,2012-01-02 07:00:00+00:00,2012-01-02 13:05:00+00:00
164,EVENING,THEFT/OTHER,OTHERS,2011-11-30 15:00:00+00:00,2012-01-01 20:45:00+00:00
165,EVENING,THEFT F/AUTO,OTHERS,2012-01-01 17:00:00+00:00,2012-01-02 12:00:00+00:00
166,EVENING,MOTOR VEHICLE THEFT,OTHERS,2011-12-30 22:30:00+00:00,2012-01-02 14:00:00+00:00
167,DAY,THEFT F/AUTO,OTHERS,2012-01-02 00:30:00+00:00,2012-01-02 04:30:00+00:00
168,MIDNIGHT,SEX ABUSE,OTHERS,2010-10-06 01:00:00+00:00,
169,DAY,THEFT/OTHER,OTHERS,2012-01-02 14:12:00+00:00,2012-01-02 14:19:00+00:00
170,DAY,THEFT/OTHER,OTHERS,2012-01-02 14:30:00+00:00,2012-01-02 15:00:00+00:00
171,DAY,THEFT/OTHER,OTHERS,2012-01-02 14:21:00+00:00,2012-01-02 14:34:00+00:00
172,EVENING,THEFT F/AUTO,OTHERS,2012-01-01 01:00:00+00:00,2012-01-02 14:40:00+00:00
173,EVENING,THEFT F/AUTO,OTHERS,2011-12-30 17:00:00+00:00,2011-12-31 09:00:00+00:00
174,EVENING,THEFT F/AUTO,OTHERS,2012-01-01 13:00:00+00:00,2012-01-02 16:50:00+00:00
175,EVENING,MOTOR VEHICLE THEFT,OTHERS,2012-01-02 10:00:00+00:00,2012-01-02 15:15:00+00:00
176,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,2012-01-02 16:10:00+00:00,2012-01-02 16:15:00+00:00
177,EVENING,THEFT/OTHER,OTHERS,2012-01-01 01:30:00+00:00,2012-01-01 03:30:00+00:00
178,EVENING,BURGLARY,OTHERS,2011-12-22 11:00:00+00:00,2012-01-02 00:01:00+00:00
179,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,2012-01-02 17:30:00+00:00,2012-01-02 17:40:00+00:00
180,EVENING,THEFT/OTHER,OTHERS,2012-01-02 18:30:00+00:00,2012-01-02 19:05:00+00:00
181,EVENING,THEFT/OTHER,OTHERS,2012-01-02 18:30:00+00:00,2012-01-02 19:00:00+00:00
182,EVENING,THEFT/OTHER,OTHERS,2012-01-02 18:15:00+00:00,2012-01-02 19:45:00+00:00
183,EVENING,MOTOR VEHICLE THEFT,OTHERS,2012-01-02 18:48:00+00:00,2012-01-02 19:19:00+00:00
184,DAY,BURGLARY,OTHERS,2011-12-22 15:15:00+00:00,2012-01-03 07:00:00+00:00
185,DAY,THEFT F/AUTO,OTHERS,2011-12-31 19:00:00+00:00,2012-01-03 08:30:00+00:00
186,DAY,THEFT/OTHER,OTHERS,2011-12-30 16:30:00+00:00,2012-01-03 06:45:00+00:00
187,DAY,THEFT/OTHER,OTHERS,2011-12-31 22:00:00+00:00,2012-01-01 08:00:00+00:00
188,DAY,THEFT F/AUTO,OTHERS,2012-01-02 21:30:00+00:00,2012-01-03 06:30:00+00:00
189,DAY,THEFT/OTHER,OTHERS,2012-01-03 11:00:00+00:00,2012-01-03 11:15:00+00:00
190,DAY,MOTOR VEHICLE THEFT,OTHERS,2012-01-02 14:30:00+00:00,2012-01-02 20:31:00+00:00
191,DAY,THEFT/OTHER,OTHERS,2011-12-21 15:30:00+00:00,2012-01-03 07:50:00+00:00
192,DAY,THEFT F/AUTO,OTHERS,2011-12-30 14:00:00+00:00,2012-01-03 10:00:00+00:00
193,DAY,BURGLARY,OTHERS,2011-12-30 14:30:00+00:00,2012-01-03 07:30:00+00:00
194,DAY,THEFT/OTHER,OTHERS,2012-01-03 12:26:00+00:00,
195,DAY,BURGLARY,OTHERS,2012-01-03 11:15:00+00:00,2012-01-03 11:34:00+00:00
196,DAY,THEFT F/AUTO,OTHERS,2011-12-15 07:00:00+00:00,2012-01-03 14:00:00+00:00
197,DAY,BURGLARY,OTHERS,2012-01-02 07:00:00+00:00,2012-01-03 09:50:00+00:00
198,DAY,THEFT/OTHER,OTHERS,2012-01-03 11:45:00+00:00,2012-01-03 11:45:00+00:00
199,DAY,ROBBERY,GUN,2012-01-03 12:22:00+00:00,2012-01-03 12:26:00+00:00
200,DAY,THEFT F/AUTO,OTHERS,2012-01-02 15:00:00+00:00,2012-01-03 09:05:00+00:00
201,DAY,MOTOR VEHICLE THEFT,OTHERS,2012-01-02 15:30:00+00:00,2012-01-03 07:30:00+00:00
202,DAY,THEFT/OTHER,OTHERS,2011-12-31 15:00:00+00:00,2012-01-03 06:00:00+00:00
203,DAY,THEFT F/AUTO,OTHERS,2012-01-03 09:30:00+00:00,2012-01-03 11:00:00+00:00
204,DAY,THEFT/OTHER,OTHERS,2012-01-03 12:45:00+00:00,2012-01-03 13:00:00+00:00
205,DAY,ROBBERY,OTHERS,2012-01-03 13:32:00+00:00,2012-01-03 13:50:00+00:00
206,DAY,BURGLARY,OTHERS,2012-01-03 10:41:00+00:00,2012-01-03 11:38:00+00:00
207,DAY,THEFT/OTHER,GUN,2011-12-21 19:30:00+00:00,2012-01-03 12:00:00+00:00
208,DAY,THEFT F/AUTO,OTHERS,2012-01-02 22:00:00+00:00,2012-01-03 07:07:00+00:00
209,DAY,THEFT/OTHER,OTHERS,2012-01-03 14:40:00+00:00,2012-01-03 14:42:00+00:00
210,DAY,MOTOR VEHICLE THEFT,OTHERS,2012-01-03 08:30:00+00:00,2012-01-03 12:00:00+00:00
211,EVENING,MOTOR VEHICLE THEFT,OTHERS,2012-01-01 15:30:00+00:00,2012-01-01 15:33:00+00:00
212,EVENING,THEFT/OTHER,OTHERS,2012-01-01 00:30:00+00:00,2012-01-01 10:00:00+00:00
213,EVENING,THEFT F/AUTO,OTHERS,2011-12-30 21:00:00+00:00,2012-01-01 16:20:00+00:00
214,EVENING,THEFT F/AUTO,OTHERS,2012-01-01 01:00:00+00:00,2012-01-01 16:15:00+00:00
215,EVENING,THEFT F/AUTO,OTHERS,2011-12-31 23:50:00+00:00,2012-01-01 02:30:00+00:00
216,EVENING,THEFT/OTHER,OTHERS,2011-12-30 13:00:00+00:00,2011-12-30 14:00:00+00:00
217,EVENING,THEFT/OTHER,OTHERS,2012-01-01 17:40:00+00:00,2012-01-01 17:41:00+00:00
218,EVENING,THEFT/OTHER,OTHERS,2012-01-01 00:05:00+00:00,2012-01-01 00:30:00+00:00
219,EVENING,ASSAULT W/DANGEROUS WEAPON,OTHERS,2012-01-01 02:50:00+00:00,2012-01-01 03:00:00+00:00
220,EVENING,THEFT/OTHER,OTHERS,2012-01-01 19:15:00+00:00,2012-01-01 19:18:00+00:00
221,EVENING,ASSAULT W/DANGEROUS WEAPON,OTHERS,2012-01-01 19:00:00+00:00,2012-01-01 19:00:00+00:00
222,EVENING,ROBBERY,GUN,2012-01-01 18:30:00+00:00,2012-01-01 19:00:00+00:00
223,EVENING,THEFT F/AUTO,OTHERS,2012-01-01 19:00:00+00:00,2012-01-01 20:00:00+00:00
224,EVENING,THEFT F/AUTO,OTHERS,2012-01-01 18:00:00+00:00,2012-01-01 20:15:00+00:00
225,EVENING,ROBBERY,GUN,2012-01-01 20:25:00+00:00,2012-01-01 20:27:00+00:00
226,EVENING,ROBBERY,GUN,2012-01-01 21:30:00+00:00,2012-01-01 21:50:00+00:00
227,EVENING,ROBBERY,GUN,2012-01-01 22:00:00+00:00,2012-01-01 22:18:00+00:00
228,EVENING,BURGLARY,OTHERS,2012-01-01 16:30:00+00:00,2012-01-01 22:30:00+00:00
229,MIDNIGHT,ROBBERY,GUN,2012-01-01 23:05:00+00:00,2012-01-01 23:07:00+00:00
230,EVENING,MOTOR VEHICLE THEFT,OTHERS,2011-12-30 20:00:00+00:00,2012-01-01 21:00:00+00:00
231,MIDNIGHT,THEFT F/AUTO,OTHERS,2012-01-01 19:00:00+00:00,2012-01-01 22:00:00+00:00
232,MIDNIGHT,ROBBERY,GUN,2012-01-01 23:40:00+00:00,2012-01-01 23:43:00+00:00
233,MIDNIGHT,ROBBERY,GUN,2012-01-01 23:43:00+00:00,2012-01-02 00:55:00+00:00
234,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,2012-01-01 20:30:00+00:00,2012-01-02 00:30:00+00:00
235,EVENING,THEFT/OTHER,OTHERS,2012-01-02 14:25:00+00:00,2012-01-02 18:00:00+00:00
236,EVENING,THEFT/OTHER,OTHERS,2012-01-02 19:30:00+00:00,2012-01-02 19:40:00+00:00
237,EVENING,ROBBERY,OTHERS,2012-01-02 19:30:00+00:00,2012-01-02 19:35:00+00:00
238,EVENING,THEFT F/AUTO,OTHERS,2012-01-01 13:00:00+00:00,2012-01-02 18:00:00+00:00
